Project Key,Issue Id,Parent Id,Issue Type,Summary,Description,Priority,Status,Epic Link,Labels,Sprint
BWC,S19-012,E27,Task,Capture test results,"Detailed sprint backlog item from Sprint 19 — Documentation, Demo, and University Report Evidence.

Sprint Goal: Prepare the final project evidence, documentation, and university report material.

Task: Capture test results

Production Gate: Documentation must allow another developer or evaluator to understand, run, test, and review the system.",Medium,To Do,Documentation and university report,"bwc,solo-scrum,sprint-19,e27,documentation,task","Sprint 19 — Documentation, Demo, and University Report Evidence"
BWC,S19-013,E27,Task,Create demo script,"Detailed sprint backlog item from Sprint 19 — Documentation, Demo, and University Report Evidence.

Sprint Goal: Prepare the final project evidence, documentation, and university report material.

Task: Create demo script

Production Gate: Documentation must allow another developer or evaluator to understand, run, test, and review the system.",Medium,To Do,Documentation and university report,"bwc,solo-scrum,sprint-19,e27,documentation,task","Sprint 19 — Documentation, Demo, and University Report Evidence"
BWC,S19-014,E27,Task,Prepare final demo dataset,"Detailed sprint backlog item from Sprint 19 — Documentation, Demo, and University Report Evidence.

Sprint Goal: Prepare the final project evidence, documentation, and university report material.

Task: Prepare final demo dataset

Production Gate: Documentation must allow another developer or evaluator to understand, run, test, and review the system.",Medium,To Do,Documentation and university report,"bwc,solo-scrum,sprint-19,e27,documentation,task","Sprint 19 — Documentation, Demo, and University Report Evidence"
BWC,S19-015,E27,Task,Prepare architecture diagrams,"Detailed sprint backlog item from Sprint 19 — Documentation, Demo, and University Report Evidence.

Sprint Goal: Prepare the final project evidence, documentation, and university report material.

Task: Prepare architecture diagrams

Production Gate: Documentation must allow another developer or evaluator to understand, run, test, and review the system.",Medium,To Do,Documentation and university report,"bwc,solo-scrum,sprint-19,e27,documentation,task","Sprint 19 — Documentation, Demo, and University Report Evidence"
BWC,S19-016,E27,Task,Prepare ERD,"Detailed sprint backlog item from Sprint 19 — Documentation, Demo, and University Report Evidence.

Sprint Goal: Prepare the final project evidence, documentation, and university report material.

Task: Prepare ERD

Production Gate: Documentation must allow another developer or evaluator to understand, run, test, and review the system.",Medium,To Do,Documentation and university report,"bwc,solo-scrum,sprint-19,e27,documentation,task","Sprint 19 — Documentation, Demo, and University Report Evidence"
BWC,S19-017,E27,Task,Prepare use-case diagram,"Detailed sprint backlog item from Sprint 19 — Documentation, Demo, and University Report Evidence.

Sprint Goal: Prepare the final project evidence, documentation, and university report material.

Task: Prepare use-case diagram

Production Gate: Documentation must allow another developer or evaluator to understand, run, test, and review the system.",Medium,To Do,Documentation and university report,"bwc,solo-scrum,sprint-19,e27,documentation,task","Sprint 19 — Documentation, Demo, and University Report Evidence"
BWC,S19-018,E27,Task,Prepare activity diagrams,"Detailed sprint backlog item from Sprint 19 — Documentation, Demo, and University Report Evidence.

Sprint Goal: Prepare the final project evidence, documentation, and university report material.

Task: Prepare activity diagrams

Production Gate: Documentation must allow another developer or evaluator to understand, run, test, and review the system.",Medium,To Do,Documentation and university report,"bwc,solo-scrum,sprint-19,e27,documentation,task","Sprint 19 — Documentation, Demo, and University Report Evidence"
BWC,S19-019,E27,Task,Prepare sequence diagrams,"Detailed sprint backlog item from Sprint 19 — Documentation, Demo, and University Report Evidence.

Sprint Goal: Prepare the final project evidence, documentation, and university report material.

Task: Prepare sequence diagrams

Production Gate: Documentation must allow another developer or evaluator to understand, run, test, and review the system.",Medium,To Do,Documentation and university report,"bwc,solo-scrum,sprint-19,e27,documentation,task","Sprint 19 — Documentation, Demo, and University Report Evidence"
BWC,S19-020,E27,Task,Prepare deployment diagram,"Detailed sprint backlog item from Sprint 19 — Documentation, Demo, and University Report Evidence.

Sprint Goal: Prepare the final project evidence, documentation, and university report material.

Task: Prepare deployment diagram

Production Gate: Documentation must allow another developer or evaluator to understand, run, test, and review the system.",Medium,To Do,Documentation and university report,"bwc,solo-scrum,sprint-19,e27,documentation,task","Sprint 19 — Documentation, Demo, and University Report Evidence"
BWC,S19-021,E27,Task,Prepare release plan evidence,"Detailed sprint backlog item from Sprint 19 — Documentation, Demo, and University Report Evidence.

Sprint Goal: Prepare the final project evidence, documentation, and university report material.

Task: Prepare release plan evidence

Production Gate: Documentation must allow another developer or evaluator to understand, run, test, and review the system.",Medium,To Do,Documentation and university report,"bwc,solo-scrum,sprint-19,e27,documentation,task","Sprint 19 — Documentation, Demo, and University Report Evidence"
BWC,S19-022,E27,Task,Write final university project report,"Detailed sprint backlog item from Sprint 19 — Documentation, Demo, and University Report Evidence.

Sprint Goal: Prepare the final project evidence, documentation, and university report material.

Task: Write final university project report

Production Gate: Documentation must allow another developer or evaluator to understand, run, test, and review the system.",Medium,To Do,Documentation and university report,"bwc,solo-scrum,sprint-19,e27,documentation,task","Sprint 19 — Documentation, Demo, and University Report Evidence"
BWC,S19-023,E27,Task,Add implementation evidence to appendices,"Detailed sprint backlog item from Sprint 19 — Documentation, Demo, and University Report Evidence.

Sprint Goal: Prepare the final project evidence, documentation, and university report material.

Task: Add implementation evidence to appendices

Production Gate: Documentation must allow another developer or evaluator to understand, run, test, and review the system.",Medium,To Do,Documentation and university report,"bwc,solo-scrum,sprint-19,e27,documentation,task","Sprint 19 — Documentation, Demo, and University Report Evidence"
BWC,S19-024,E27,Task,Add testing evidence to appendices,"Detailed sprint backlog item from Sprint 19 — Documentation, Demo, and University Report Evidence.

Sprint Goal: Prepare the final project evidence, documentation, and university report material.

Task: Add testing evidence to appendices

Production Gate: Documentation must allow another developer or evaluator to understand, run, test, and review the system.",Medium,To Do,Documentation and university report,"bwc,solo-scrum,sprint-19,e27,documentation,task","Sprint 19 — Documentation, Demo, and University Report Evidence"
BWC,S19-025,E27,Task,Add Scrum process evidence to appendices,"Detailed sprint backlog item from Sprint 19 — Documentation, Demo, and University Report Evidence.

Sprint Goal: Prepare the final project evidence, documentation, and university report material.

Task: Add Scrum process evidence to appendices

Production Gate: Documentation must allow another developer or evaluator to understand, run, test, and review the system.",Medium,To Do,Documentation and university report,"bwc,solo-scrum,sprint-19,e27,documentation,task","Sprint 19 — Documentation, Demo, and University Report Evidence"
BWC,S19-026,E27,Task,Proofread final report,"Detailed sprint backlog item from Sprint 19 — Documentation, Demo, and University Report Evidence.

Sprint Goal: Prepare the final project evidence, documentation, and university report material.

Task: Proofread final report

Production Gate: Documentation must allow another developer or evaluator to understand, run, test, and review the system.",Medium,To Do,Documentation and university report,"bwc,solo-scrum,sprint-19,e27,documentation,task","Sprint 19 — Documentation, Demo, and University Report Evidence"
BWC,S19-027,E27,Task,Prepare final submission package,"Detailed sprint backlog item from Sprint 19 — Documentation, Demo, and University Report Evidence.

Sprint Goal: Prepare the final project evidence, documentation, and university report material.

Task: Prepare final submission package

Production Gate: Documentation must allow another developer or evaluator to understand, run, test, and review the system.",Medium,To Do,Documentation and university report,"bwc,solo-scrum,sprint-19,e27,documentation,task","Sprint 19 — Documentation, Demo, and University Report Evidence"
BWC,TC-001,E24,Task,Critical test: Campaign cannot launch without approval,"Critical test case from Sprint 16 — Full Test Suite and Quality Assurance.

Test: Campaign cannot launch without approval

Source: To-Do-List Sprint 16 Critical Tests and Knowledge Base TC definitions.",Highest,To Do,Testing and quality assurance,"bwc,solo-scrum,sprint-16,e24,testing-and-qa,test-case",Sprint 16 — Full Test Suite and Quality Assurance
BWC,TC-002,E24,Task,Critical test: Customer with do_not_contact is excluded,"Critical test case from Sprint 16 — Full Test Suite and Quality Assurance.

Test: Customer with do_not_contact is excluded

Source: To-Do-List Sprint 16 Critical Tests and Knowledge Base TC definitions.",Highest,To Do,Testing and quality assurance,"bwc,solo-scrum,sprint-16,e24,testing-and-qa,test-case",Sprint 16 — Full Test Suite and Quality Assurance
